distance,payload_kg,wind_x,wind_y,flight_vec_x,flight_vec_y,wind_effect_time,wind_effect_energy,true_time,true_energy
794.6802502984854,0.5997678441666882,-1.0550645772955336,6.138923947879464,771.6516460402045,186.08197054068444,0.9981518848048789,0.9963071851395323,57.21944133152725,-1.3442474162353288
740.2639865680388,3.1476097129137575,3.594823010945448,4.15994871995233,257.296838383725,-180.64377056251,0.8202973409063684,0.6728877274980588,37.141369504615106,-0.5996287976281142
619.6541183077255,4.446533087219312,-0.9868592510431584,17.550093572342565,-242.8587252190916,-569.1704942772984,0.4950625867131243,0.24508696476308972,18.2463920798911,1.2885486043816683
1017.1733467661305,1.9965243563972717,0.037335163653403516,15.21737687326548,-342.92303411095065,-195.24277254234465,1.087903436543882,1.1835338872439882,73.48948728562392,-0.8879379887599341
378.97516911397014,0.13491561574203836,1.2334431341845533,-2.038663792011804,237.58147180787347,-72.15470468471476,0.8571896820682197,0.7347741510442155,20.171180411237312,3.586614190246623
863.0026382388812,4.861985882498835,-8.551495955059554,-4.1695874756216735,-285.87644299366684,-473.2957982886387,1.3012806280731704,1.6933312729985046,68.09432233949663,7.096369243722243
1342.0982742597457,2.365772792003596,-8.894470520530628,0.06484083921829704,-888.1626979334605,968.5353406435576,1.254262927300685,1.5731754908008833,112.75223719231167,6.406981852776346
489.0090540436366,2.243069092807671,-3.630029253885199,-3.8658896187581533,88.94523787626562,-282.7459723106699,0.6811801334244059,0.4640063741720914,12.557642154477499,3.498843062906259
689.2027321136261,1.3648373533099456,5.18252076377555,-11.75867579898544,-152.37366300843956,417.5272172776755,1.082352497606499,1.1714869290750267,46.536443656160564,0.46313543160882004
294.4754782147084,1.7581021097596046,11.908191259516943,10.128467192785475,-196.45125933686126,27.39523523033745,1.0601245232430079,1.1238640047812147,34.056960283029255,-4.344221700014186
856.052368716355,4.6840458349810365,11.46590460356685,5.550363449997958,126.91412194455333,45.12928602261621,2.4395474943600934,5.95139197723861,139.13102982627666,15.335266575671946
